Orig_Inv_Ttl_Prod_Value,DateTransactionJulian,DateInvoiceJulian,Total_Credit,Orig_Inv_Total_Due,Reference1,NameAlpha,State,City,ZipCodePostal,Country,City99,Return_By_State,Return_By_Zip,Return_Country,Error_Desc
171.1,2020-09-30,2020-10-06,153.99,171.1,PLKU4242772-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
171.1,2020-09-30,2020-10-06,153.99,171.1,PLKU4242784-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
171.1,2020-09-30,2020-10-06,153.99,171.1,PLKU4242823-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
295.8,2020-09-30,2020-10-06,266.22,295.8,PLKU4242854-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
172.75,2020-09-30,2020-10-06,155.475,172.75,PLKU4242874-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
69.1,2020-09-30,2020-10-06,62.19,69.1,PLKU4242881-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
799.33,2020-09-30,2020-10-06,719.397,799.33,PLKU4242891-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
269.93,2020-09-30,2020-10-06,242.937,269.93,PLKU4242924-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
809.79,2020-09-30,2020-10-06,728.8109999999998,809.79,PLKU4242927-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
269.93,2020-09-30,2020-10-06,242.937,269.93,PLKU4242929-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
269.93,2020-09-30,2020-10-06,242.937,269.93,PLKU4242932-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
269.93,2020-09-30,2020-10-06,242.937,269.93,PLKU4242935-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
809.79,2020-09-30,2020-10-06,728.8109999999998,809.79,PLKU4242936-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
809.79,2020-09-30,2020-10-06,728.8109999999998,809.79,PLKU4242938-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
2086.2,2020-10-06,2020-10-08,1877.58,2086.2,PLKU4242940-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
103.65,2020-09-30,2020-10-06,93.285,103.65,PLKU4242940-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
360.0,2020-09-30,2020-10-06,324.0,360.0,PLKU4242941-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
819.25,2020-10-06,2020-10-08,737.325,819.25,PLKU4242943-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
539.86,2020-09-30,2020-10-06,485.874,539.86,PLKU4242944-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
539.86,2020-09-30,2020-10-06,485.874,539.86,PLKU4242948-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
960.0,2020-10-06,2020-10-08,864.0,960.0,PLKU4242950-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
1185.63,2020-10-06,2020-10-08,1067.067,1185.63,PLKU4242955-2558,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
269.93,2020-09-30,2020-10-06,242.937,269.93,PLKU4242969-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
103.65,2020-09-30,2020-10-06,93.285,103.65,PLKU4242972-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
1901.81,2020-09-30,2020-10-06,1711.629,1901.81,PLKU4242981-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
269.93,2020-09-30,2020-10-06,242.937,269.93,PLKU4242985-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
825.54,2020-10-06,2020-10-08,742.986,825.54,PLKU4242987-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
103.65,2020-09-30,2020-10-06,93.285,103.65,PLKU4242987-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
269.93,2020-09-30,2020-10-06,242.937,269.93,PLKU4242990-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
58.43,2020-09-30,2020-10-06,52.587,58.43,PLKU4245207-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
33.26,2020-09-30,2020-10-06,29.934,33.26,PLKU4245278-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
136.68,2020-09-30,2020-10-06,123.012,136.68,PLKU4245487-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
13.17,2020-09-30,2020-10-06,11.853,13.17,PLKU4245566-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
155.18,2020-09-30,2020-10-06,139.662,155.18,PLKU4247434-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
26.43,2020-09-30,2020-10-06,23.787,26.43,PLKU4247536-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
618.86,2020-10-06,2020-10-08,556.974,618.86,PLKU4247555-2558,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
73.45,2020-09-30,2020-10-06,66.105,73.45,PLKU4247655-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
15.92,2020-09-30,2020-10-06,14.328,15.92,PLKU4247717-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
23.14,2020-09-30,2020-10-06,20.826,23.14,PLKU4247841-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
121.1,2020-09-30,2020-10-06,108.99,121.1,PLKU4247841-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
106.23,2020-09-30,2020-10-06,95.607,106.23,PLKU4247883-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
15.92,2020-09-30,2020-10-06,14.328,15.92,PLKU4247938-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
73.45,2020-09-30,2020-10-06,66.105,73.45,PLKU4247978-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
90.2,2020-09-30,2020-10-06,81.18,90.2,PLKU4247989-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
27.87,2020-09-30,2020-10-06,25.083,27.87,PLKU4247989-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
33.69,2020-09-30,2020-10-06,30.321,33.69,PLKU4248046-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,DALTON,GA,30720,USA,
44.95,2020-09-30,2020-10-06,40.455000000000005,44.95,PLKU4248058-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
309.43,2020-10-06,2020-10-08,278.487,309.43,PLKU4248286-2558,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
618.86,2020-10-06,2020-10-08,556.974,618.86,PLKU4248999-2558,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
69.42,2020-10-06,2020-10-08,62.478,69.42,PLKU4249153-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
46.28,2020-10-06,2020-10-08,41.652,46.28,PLKU4249219-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
80.0,2020-10-06,2020-10-08,72.0,80.0,PLKU4249246-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
236.76,2020-10-06,2020-10-08,213.084,236.76,PLKU4249282-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
309.43,2020-10-06,2020-10-08,278.487,309.43,PLKU4249334-2558,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
73.45,2020-10-06,2020-10-08,66.105,73.45,PLKU4249366-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
640.0,2020-10-06,2020-10-08,576.0,640.0,PLKU4249366-2558,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
1665.0,2020-10-05,2020-10-09,1498.5,1665.0,PMDA-PMDA2458621267,AMERISOURCEBERGEN DRUG CORPORATION,FL,ORLANDO,32829,USA,ROANOKE,TX,76262,USA,
9801.53,2020-10-05,2020-10-09,8821.377,9801.53,PMIL-PMIL2471491819,AMERISOURCEBERGEN DRUG CORPORATION,FL,ORLANDO,32829,USA,ROMEOVILLE,IL,60446,USA,
31809.91,2020-04-08,2020-10-07,28628.919,31809.91,PMMS2119931819,AMERISOURCEBERGEN DRUG CORPORATION,FL,ORLANDO,32829,USA,OLIVE BRANCH,MS,38654,USA,
24138.7,2020-10-02,2020-10-06,21724.83,24138.7,QR091020HD155,AMERISOURCEBERGEN DRUG CORP,NY,NEWBURGH,12550,USA,HAVERSTRAW,NY,10927,USA,
2446.4,2020-10-02,2020-10-06,2201.76,2446.4,QR091020JP157,AMERISOURCEBERGEN DRUG CORP,NY,NEWBURGH,12550,USA,BREWSTER,NY,10509,USA,
26692.1,2020-10-02,2020-10-06,24022.89,26692.1,QR091020LC170,AMERISOURCEBERGEN DRUG CORP,NY,NEWBURGH,12550,USA,CARMEL,NY,10512,USA,
106.64,2020-10-06,2020-10-08,95.976,106.64,R42L90106811,AMERISOURCEBERGEN DRUG CORP,NC,MORRISVILLE,27560,USA,CHARLOTTE,NC,28205,USA,
24.18,2020-10-06,2020-10-08,21.762,24.18,R51L61506812,J M SMITH CORPORATION,SC,SPARTANBURG,29301,USA,PINK HILL,NC,28572,USA,
445.61,2020-10-08,2020-10-09,401.049,445.61,RBS1020013511,CARDINAL HEALTH,TX,EL PASO,79998,USA,CUMBERLAND,MD,21502,USA,
0.0,2020-10-03,2020-10-07,0.0,0.0,RC0314891-100120,CARDINAL HEALTH,OH,GROVEPORT,43125,USA,GROVEPORT,OH,43125,USA,
25.26,2020-10-01,2020-10-06,22.734,25.26,RCXEL6261706811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,LONGVIEW,TX,75604,USA,
344.78,2020-10-01,2020-10-06,310.302,344.78,RCXEL8123106811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,SCOTTSDALE,AZ,85259,USA,
32.6,2020-10-01,2020-10-06,29.34,32.6,RCXEL8191806811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BRONX,NY,10460,USA,
55.25,2020-10-01,2020-10-06,49.725,55.25,RCXEL8250606811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,FLORALA,AL,36442,USA,
21.73,2020-10-01,2020-10-06,19.557,21.73,RCXEL8280706811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,NEW YORK,NY,10035,USA,
57.42,2020-10-01,2020-10-06,51.678,57.42,RCXEL9010806811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,COLUMBIA,MD,21045,USA,
104.94,2020-10-01,2020-10-06,94.446,104.94,RCXR41L91406811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,CHERAW,SC,29520,USA,
188.98,2020-10-01,2020-10-06,170.082,188.98,RCXR51L82506811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,CUMBERLAND,MD,21502,USA,
54.91,2020-10-01,2020-10-06,49.419,54.91,RCXR51L91006811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,HANCOCK,MD,21750,USA,
157.5,2020-10-01,2020-10-06,141.75,157.5,RCXRH1L91006811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,PEABODY,MA,01960,USA,
17.05,2020-10-01,2020-10-06,15.345,17.05,RCXRX1L91706811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BROOKLYN,NY,11212,USA,
22.62,2020-10-01,2020-10-06,20.358,22.62,RCXRX1L91806811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,NEW ROCHELLE,NY,10801,USA,
9.6,2020-10-01,2020-10-06,8.64,9.6,RCXRX1L91906811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,NEW YORK,NY,10026,USA,
0.0,2020-10-01,2020-10-06,0.0,0.0,RM0380484-18220,MCKESSON CORPORATION,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
388.5,2019-02-23,2019-02-19,349.65,388.5,PLKU4142930-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
108.0,2019-02-23,2019-02-19,97.2,108.0,PLKU4142935-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
216.0,2019-02-23,2019-02-19,194.4,216.0,PLKU4142946-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
216.0,2019-02-23,2019-02-19,194.4,216.0,PLKU4142957-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
216.0,2019-02-23,2019-02-19,194.4,216.0,PLKU4142963-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
32.89,2019-02-23,2019-02-19,29.601,32.89,PLKU4142969-1267,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
33.33,2019-02-23,2019-02-19,29.997,33.33,PLKU4142975-823,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
956.76,2019-02-23,2019-02-22,861.084,956.76,PLR02216470102153-A,MCKESSON CORPORATION,UT,SALT LAKE CITY,84104,USA,NORTH OGDEN,UT,84414,USA,
1065.24,2019-02-23,2019-02-22,958.716,1065.24,PLR02216617102153-A,MCKESSON CORPORATION,CA,SANTA FE SPRINGS,90670,USA,EL MONTE,CA,91731,USA,
89.46,2019-02-23,2019-02-21,80.514,89.46,PLR02216764102153-A,MCKESSON CORPORATION,IA,CLEAR LAKE,50428,USA,SAINT CROIX FALLS,WI,54024,USA,
140.3,2019-02-23,2019-02-22,126.27,140.3,PLR02216908102153-A,MCKESSON CORPORATION,TN,MEMPHIS,38141,USA,LEXINGTON,MS,39095,USA,
613.15,2019-02-23,2019-02-22,551.835,613.15,PLR02216941102153-A,MCKESSON CORPORATION,MA,METHUEN,01844,USA,FALL RIVER,MA,02720,USA,
16.76,2019-02-23,2019-02-19,15.084,16.76,PRU0119,CARDINAL HEALTH,WV,WHEELING,26003,USA,PUNXSUTAWNEY,PA,15767,USA,
0.0,2019-02-23,2019-02-22,0.0,0.0,PRU34B1901,CARDINAL HEALTH,WV,WHEELING,26003,USA,PUNXSUTAWNEY,PA,15767,USA,
34.0,2019-02-23,2019-02-19,30.6,34.0,PTG0219,ROCHESTER DRUG CO-OPERATIVE INC,NY,ROCHESTER,14624,USA,PORTAGE,PA,15946,USA,
848.78,2019-02-23,2019-02-21,763.9019999999998,848.78,QCR01216793102153-A,CARDINAL HEALTH,IL,AURORA,60502,USA,MUNCIE,IN,47304,USA,
988.02,2019-02-23,2019-02-19,889.218,988.02,QCR05214291102153,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,GREENSBORO,NC,27407,USA,
34.58,2019-02-23,2019-02-22,31.122,34.58,R22K13006811,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,MOREHEAD CITY,NC,28557,USA,
47.77,2019-02-23,2019-02-19,42.993,47.77,R41K10410771,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,TABOR CITY,NC,28463,USA,
59.75,2019-02-23,2019-02-21,53.775,59.75,R41K11108401,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,GROVETOWN,GA,30813,USA,
318.06,2019-02-23,2019-02-22,286.254,318.06,R42JC1108401,AMERISOURCEBERGEN DRUG CORPORATION,GA,BUFORD,30518,USA,ADAIRSVILLE,GA,30103,USA,
1271.39,2019-02-23,2019-02-18,1144.2510000000002,1271.39,RABF04191716306,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,APOLLO,PA,15613,USA,
59.7,2019-02-23,2019-02-19,53.73,59.7,RABF05191717968,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,FRANKLIN,KY,42134,USA,
59.7,2019-02-23,2019-02-19,53.73,59.7,RABF05191717983,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,TOMPKINSVILLE,KY,42167,USA,
24.75,2019-02-23,2019-02-19,22.275,24.75,RABF05191718386,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,IOWA FALLS,IA,50126,USA,
357.39,2019-02-23,2019-02-19,321.651,357.39,RABF05191718688,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,KIRKSVILLE,MO,63501,USA,
7898.1,2019-02-23,2019-02-19,7108.29,7898.1,RABF05191718740,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,BURGETTSTOWN,PA,15021,USA,
5296.42,2019-02-23,2019-02-19,4766.778,5296.42,RABF05191718749,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,NEWARK,NJ,07104,USA,
2757.85,2019-02-23,2019-02-19,2482.065,2757.85,RABF06191719155,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,WHITESVILLE,WV,25209,USA,
1683.34,2019-02-23,2019-02-19,1515.006,1683.34,RABF06191719166,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,NEWARK,NJ,07104,USA,
1729.41,2019-02-23,2019-02-19,1556.469,1729.41,RABF06191719470,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,ALUM CREEK,WV,25003,USA,
137.61,2019-02-23,2019-02-19,123.84900000000002,137.61,RABF06191719508,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,CLIFTON,NJ,07013,USA,
28.72,2019-02-23,2019-02-19,25.848,28.72,RABF06191719636,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,ARDMORE,OK,73401,USA,
1088.55,2019-02-23,2019-02-19,979.695,1088.55,RABF06191719653,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,WEIRTON,WV,26062,USA,
4000.25,2019-02-23,2019-02-19,3600.225,4000.25,RABF06191719675,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,TOMPKINSVILLE,KY,42167,USA,
59.7,2019-02-23,2019-02-19,53.73,59.7,RABF06191719684,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,FRANKLIN,KY,42134,USA,
2915.68,2019-02-23,2019-02-19,2624.112,2915.68,RABF06191719877,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,POMPTON PLAINS,NJ,07444,USA,
30.09,2019-02-23,2019-02-19,27.081,30.09,RABF06191719899,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SIDNEY,OH,45365,USA,
512.67,2019-02-23,2019-02-19,461.403,512.67,RABF06191719914,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,OSKALOOSA,KS,66066,USA,
59.7,2019-02-23,2019-02-19,53.73,59.7,RABF07191720665,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,FRANKLIN,KY,42134,USA,
26.46,2019-02-23,2019-02-19,23.814,26.46,RCXEJA191110771,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,TROY,MI,48085,USA,
3003.37,2019-02-23,2019-02-19,2703.033,3003.37,RCXEJA280110771,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,RIVERHEAD,NY,11901,USA,
258.91,2019-02-23,2019-02-19,233.019,258.91,RCXEJC020106811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,NEW HYDE PARK,NY,11040,USA,
20.16,2019-02-23,2019-02-19,18.144,20.16,RCXEJC020206811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BROOKLYN,NY,11236,USA,
100.82,2019-02-23,2019-02-19,90.738,100.82,RCXEJC140906811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,NEW HYDE PARK,NY,11040,USA,
326.69,2019-02-23,2019-02-19,294.021,326.69,RCXEJC180106811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,WHITESVILLE,WV,25209,USA,
100.85,2019-02-23,2019-02-19,90.76499999999999,100.85,RCXEJC181206811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,JAMAICA,NY,11418,USA,
34.2,2019-02-23,2019-02-19,30.78,34.2,RCXEJC281106811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,NEW HYDE PARK,NY,11040,USA,
176.63,2019-02-23,2019-02-19,158.967,176.63,RCXEK1040806812,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,ELIZABETH,NJ,07201,USA,
420.06,2019-02-23,2019-02-19,378.054,420.06,RCXEK1091706811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,ALUM CREEK,WV,25003,USA,
2442.15,2019-02-23,2019-02-19,2197.935,2442.15,RCXEK1200406811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,NEW HYDE PARK,NY,11040,USA,
2442.15,2019-02-23,2019-02-19,2197.935,2442.15,RCXEK1200506811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BROOKLYN,NY,11236,USA,
1245.14,2019-02-23,2019-02-19,1120.6260000000002,1245.14,RCXK2106815,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,KNOXVILLE,TN,37931,USA,
839.85,2019-02-23,2019-02-19,755.865,839.85,RCXR51K11806811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,ELKRIDGE,MD,21075,USA,
1698.48,2019-02-23,2019-02-19,1528.632,1698.48,RCXRB1K11106811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,WINTER PARK,FL,32792,USA,
395.2,2019-02-23,2019-02-19,355.68,395.2,RCXRX1K12406812,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,BRONX,NY,10467,USA,
1123.6,2019-02-23,2019-02-19,1011.24,1123.6,RCXRX1K12906812,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,FRESH MEADOWS,NY,11366,USA,
297.0,2019-02-23,2019-02-19,267.3,297.0,RCXRX1K13006811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,EAST ORANGE,NJ,07018,USA,
133.0,2019-02-23,2019-02-19,119.7,133.0,RCXRX2K12406811,CARDINAL HEALTH,TN,KNOXVILLE,37931,USA,WOODHAVEN,NY,11421,USA,
74.0,2019-02-23,2019-02-20,66.6,74.0,RET042618001,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
542.88,2019-02-23,2019-02-19,488.592,542.88,RP190122054,MCKESSON CORPORATION,IL,AURORA,60502,USA,FREDERICK,MD,21703,USA,
211.68,2019-02-23,2019-02-22,190.512,211.68,RQ1JA1808401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,HENDERSON,NC,27536,USA,
1469.83,2019-02-23,2019-02-18,1322.847,1469.83,RQ1JA2508401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,FAYETTEVILLE,NC,28306,USA,
138.3,2019-02-23,2019-02-19,124.47,138.3,RQ1JC1108401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,RALEIGH,NC,27604,USA,
60.36,2019-02-23,2019-02-19,54.324,60.36,RQ1K10408401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,RAEFORD,NC,28376,USA,
1223.8,2019-02-23,2019-02-22,1101.42,1223.8,RT1JA0506811,CARDINAL HEALTH,MO,KANSAS CITY,64120,USA,GARNETT,KS,66032,USA,
5751.83,2019-02-23,2019-02-19,5176.647,5751.83,RT1JA2910771,CARDINAL HEALTH,MO,KANSAS CITY,64120,USA,GARNETT,KS,66032,USA,
370.0,2019-02-23,2019-02-19,333.0,370.0,RW1JC1108401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,HAMPSTEAD,NC,28443,USA,
24.2,2019-02-23,2019-02-19,21.78,24.2,RW1JC2406811,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,KINSTON,NC,28501,USA,
25.46,2019-02-23,2019-02-18,22.914,25.46,RW1JC3108401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,KINSTON,NC,28501,USA,
15.0,2019-02-23,2019-02-19,13.5,15.0,RW1K12806811,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,ELLERBE,NC,28338,USA,
21.96,2019-02-23,2019-02-22,19.764,21.96,RW2JA2408401,N C MUTUAL WHOLESALE DRUG CO,NC,DURHAM,27703,USA,ELIZABETHTOWN,NC,28337,USA,
2.0,2019-02-23,2019-02-22,1.8,2.0,RX1K11206811,ROCHESTER DRUG CO-OPERATIVE INC,NY,ROCHESTER,14624,USA,LAGRANGEVILLE,NY,12540,USA,
28.55,2019-02-23,2019-02-22,25.695,28.55,RX1K13006812,AMERISOURCEBERGEN DRUG CORP.,PA,BETHLEHEM,18017,USA,EAST ORANGE,NJ,07018,USA,
851.9,2019-02-23,2019-02-22,766.71,851.9,RXRD836132-340B,CARDINAL HEALTH,NC,GREENSBORO,27407,USA,SUMTER,SC,29150,USA,
8160.17,2019-02-23,2019-02-18,7344.153,8160.17,RXRD836978,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
77.68,2019-02-23,2019-02-21,69.912,77.68,RXRD837066,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
115.09,2019-02-23,2019-02-21,103.581,115.09,RXRD837191,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
9531.43,2019-02-23,2019-02-21,8578.287,9531.43,RXRD837251,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
3669.37,2019-02-23,2019-02-21,3302.433,3669.37,RXRD837357,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
2296.12,2019-02-23,2019-02-18,2066.508,2296.12,RXRD839247,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
1772.99,2019-02-23,2019-02-18,1595.691,1772.99,RXRD839316,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
6711.55,2019-02-23,2019-02-18,6040.395,6711.55,RXRD840626,AMERISOURCEBERGEN DRUG CORPORATION,MN,SHAKOPEE,55379,USA,SHAKOPEE,MN,55379,USA,
6610.13,2019-02-23,2019-02-19,5949.117,6610.13,RXRD841906,CARDINAL HEALTH,IL,AURORA,60502,USA,AURORA,IL,60502,USA,
